names,category,weight
xdgtoj,Fy,0.5
jcvrmm,Fr,0.5
cmsxss,Ot,0.5
vlputv,Ot,0.5
ymiqbr,St,1.0
syccnq,Ot,0.5
qhztzv,Fy,0.5
lsyxzj,Ot,0.5
azvzqm,St,1.0
oxyqhe,Ot,0.5
wkokwe,Sp,0.5
hcesyx,Fr,0.5
iitzaw,Fr,0.5
oubcta,Ot,0.5
jxudui,Fr,0.5
gmscgl,Ot,0.5
saxguc,Sp,0.5
tgcexe,Ot,0.5
hvjjsk,Fy,0.5
muzlii,Ot,0.5
knpfgi,Fr,0.5
zjnbdf,Fr,0.5
pxfxnq,Ot,0.5
hjzwut,Fr,0.5
zlcwjx,Fr,0.5
fhbnsq,Fy,0.5
qjrchg,Ot,0.5
cuxzds,Fy,0.5
voquqh,Ot,0.5
ynvjbl,St,1.0
ssmqib,Fy,0.5
xuktbc,Ot,0.5
wpzyyb,Fr,0.5
cyoabl,Ot,0.5
llwbnb,Fr,0.5
spoqwh,Ot,0.5
pbrudo,Ot,0.5
rwcptm,Ot,0.5
rnsicm,Ot,0.5
lyuatl,Fy,0.5
puqjog,Fr,0.5
rokznq,Ot,0.5
wnagso,Fr,0.5
sthybk,Ot,0.5
czozrn,Fr,0.5
iavzrd,Fr,0.5
nckfhu,Fr,0.5
qupwbs,Ot,0.5
qfnasn,Ot,0.5
bjmmix,Fr,0.5
rxlvvf,Fy,0.5
yognvv,Fr,0.5
ifdxud,Ot,0.5
idpnkv,Ot,0.5
wlkyff,Fr,0.5
xbjdrh,Ot,0.5
qtjfwx,Ot,0.5
dbfjck,Fr,0.5
xxtlkh,Ot,0.5
gfyiei,Ot,0.5
mabujk,Fr,0.5
lajgyn,Ot,0.5
bczlds,Fr,0.5
eafbaz,Sp,0.5
gorgmq,Ot,0.5
zbamck,Fr,0.5
wprrkc,Sp,0.5
kfskfe,Ot,0.5
pefztn,Ot,0.5
nqbtus,Fy,0.5
lhxuhn,Ot,0.5
uzqsuh,Ot,0.5
watiwg,Ot,0.5
tbadpk,Ot,0.5
hqbqdt,Ot,0.5
qhrbht,Fr,0.5
ciubxv,Fr,0.5
jhnqtj,Ot,0.5
dhguut,Ot,0.5
qdtoev,Fr,0.5
fvnbfu,Fr,0.5
jmjagl,Ot,0.5
ncqhmi,Fy,0.5
evshei,Ot,0.5
uleyaz,Fr,0.5
eszbvu,Sp,0.5
epndou,Fy,0.5
dwkgkr,Ot,0.5
ioftrf,Ot,0.5
nukocp,Ot,0.5
qqssje,Fr,0.5
xbxoyl,Ot,0.5
ahqjbm,Ot,0.5
lrvjnx,Fr,0.5
rxvqeq,Ot,0.5
pbpjga,Fy,0.5
yfpaha,Fy,0.5
isrrzy,Fr,0.5
kszwnt,Ot,0.5
lvtsmw,Ot,0.5
tqbcht,Ot,0.5
cvrvpd,Fr,0.5
agfkoc,Fr,0.5
voqeqm,Ot,0.5
nisgzs,Ot,0.5
apvbol,Ot,0.5
fvfndy,Fy,0.5
vbchce,Ot,0.5
lawazk,Fy,0.5
yijvtd,Ot,0.5
nxrfnl,Fr,0.5
rlqjij,Ot,0.5
iitguy,Fr,0.5
uzimaj,Ot,0.5
quqaww,Fy,0.5
lvgorc,Ot,0.5
bugybp,Fy,0.5
ihnepo,Ot,0.5
xcaiwr,Fr,0.5
dmojbs,Ot,0.5
lqfliz,Fy,0.5
ryguho,Fr,0.5
hsjgus,Ot,0.5
fsrjov,Fy,0.5
eterkj,Fy,0.5
xhqzgy,Fy,0.5
ghgbow,Ot,0.5
bzjnaa,Fr,0.5
wsokhp,Fy,0.5
wjylxb,Fr,0.5
suhegr,Fy,0.5
yblyxt,Ot,0.5
glqtki,Ot,0.5
qnsmbd,Ot,0.5
gvfttz,Ot,0.5
gbnugn,Ot,0.5
ccgnbd,Ot,0.5
qlpqph,Fy,0.5
rqadyr,Ot,0.5
oxwdea,Fy,0.5
vzclne,Fy,0.5
atdrsl,Ot,0.5
gvakvz,Fy,0.5
cxphhn,Fr,0.5
txreeq,Fr,0.5
zfkxjp,Fy,0.5
wwojlx,Ot,0.5
cbdnzc,Fr,0.5
snfllu,Ot,0.5
zqpcss,Ot,0.5
sgiebh,Fy,0.5
gqysbw,Fy,0.5
kdndft,Fy,0.5
vunqcw,Ot,0.5
xrisww,Fy,0.5
minybz,Ot,0.5
tscgwv,Ot,0.5
qdxkzd,Ot,0.5
sokdlu,Ot,0.5
okfeem,Ot,0.5
hwrutx,Sp,0.5
pacifq,Fy,0.5
ngihsc,St,1.0
zrffvg,Fr,0.5
buksdi,Ot,0.5
ngathd,Ht,1.0
bhlwfj,Sp,0.5
sqztgc,Fy,0.5
lsrsru,Fy,0.5
awmofr,Sp,0.5
yvbeno,Fr,0.5
lgbdqu,Sp,0.5
iqhfko,Ot,0.5
zhbntz,Fr,0.5
oqyujn,Fy,0.5
wmbkms,Fy,0.5
shwapf,Ot,0.5
rxkldo,St,1.0
breuay,Fr,0.5
gdxckv,St,1.0
idatmh,Ot,0.5
woslsp,Ot,0.5
nfhlyz,Ot,0.5
bcvajw,Ot,0.5
jibqus,Fr,0.5
dtkjth,Fr,0.5
yfcqpa,Fr,0.5
cihovz,Fy,0.5
jsndgf,Fr,0.5
hurplj,Fr,0.5
iugsdh,Ot,0.5
zbphak,Ot,0.5
aaymvx,Ot,0.5
dknxxm,Ot,0.5
jgaqkc,Sp,0.5
cwqbvj,St,1.0
rorkfr,St,1.0
xfgqsq,Ot,0.5
debxdl,Fr,0.5
lfukbm,Ot,0.5
gghcsz,Ot,0.5
ymhvuf,Ot,0.5
ikivbc,Ot,0.5
egjxwz,Ot,0.5
deaihg,Ot,0.5
ousxnw,Ot,0.5
nlzpex,Ot,0.5
hjvuvm,Ot,0.5
atoyvg,Fr,0.5
rcbqqz,Fr,0.5
tykvlx,Ot,0.5
gnnost,Fy,0.5
thaggu,Fr,0.5
hgpede,Ot,0.5
ydvmeb,Ot,0.5
xdgrzy,Ot,0.5
xnqdlo,Ot,0.5
vpwwbn,Ot,0.5
pbbwgt,Ot,0.5
fnfzuh,Ot,0.5
zhgefs,Ot,0.5
devszf,Ot,0.5
farzbx,Ot,0.5
esuhba,Fr,0.5
iactvi,Ot,0.5
fsiiyv,Fr,0.5
iizjaf,Fr,0.5
avbbvh,Fr,0.5
fpcimz,Ot,0.5
gawjnb,Fr,0.5
bkmraa,Ot,0.5
nzdurf,Fr,0.5
zupsrc,Ot,0.5
hhtwdy,Ot,0.5
xrxjnh,Ot,0.5
hekukh,St,1.0
vaqrth,Fr,0.5
lkdyxv,Ot,0.5
ssrjrj,Ot,0.5
azbzod,Ot,0.5
yzbzmj,Fr,0.5
ofvsmw,Fy,0.5
kjwcgn,Ot,0.5
fbzmfx,Fy,0.5
akmlkq,Fr,0.5
hvyeup,Ot,0.5
cfsgpp,Ot,0.5
iftstb,Ot,0.5
uuynjb,Ot,0.5
ekrbzy,Ot,0.5
djnseh,Fy,0.5
pyfoyh,Ot,0.5
mvvfry,Fr,0.5
inmprm,Ot,0.5
asbzdc,Ot,0.5
qcoofq,Fr,0.5
jyqpxp,Fr,0.5
ulnikc,Ot,0.5
heyjdx,Fy,0.5
qzjaed,Ot,0.5
haiyjd,Fr,0.5
yreyxn,Fr,0.5
ksbiie,Sp,0.5
diymof,Ot,0.5
xuqgal,Ot,0.5
uykvxc,Sp,0.5
rwfmhg,Fr,0.5
hxsunk,Fr,0.5
hjncgn,Fr,0.5
btsjqy,Fy,0.5
kkshtl,Fy,0.5
rvgplt,Ot,0.5
zrqskz,Ot,0.5
npqwsj,Sp,0.5
ljwkbx,Ot,0.5
ikldgl,Sp,0.5
jjalrd,Ot,0.5
vmvvnk,St,1.0
ybruix,Ot,0.5
hsshku,Ot,0.5
opkpdu,Sp,0.5
xzaiyn,Ot,0.5
mhlrbk,Ot,0.5
fujgur,Ot,0.5
txbsbb,Fr,0.5
txojng,Fy,0.5
ndtaby,Ot,0.5
oadyfh,Ot,0.5
wjaoxf,Sp,0.5
sbgrup,Ot,0.5
yqpocg,Ot,0.5
lvmsie,Ot,0.5
ydpwhu,Ot,0.5
gjvcmb,Ot,0.5
ssvgps,Ot,0.5
emfxmh,Fy,0.5
gtgwgi,Fr,0.5
bcrtzv,Ot,0.5
jigxaf,Sp,0.5
hbeyfs,Fr,0.5
dvwlgn,Ot,0.5
mccfiw,St,1.0
ratrgq,Ot,0.5
zhnpok,Sp,0.5
amzwtx,Ot,0.5
cynqqw,Ot,0.5
nhexqg,Ot,0.5
fbnqsr,Fr,0.5
cbnpsi,Ot,0.5
qprhxp,Ot,0.5
fbpuwx,Ot,0.5
szlzkr,Ot,0.5
zbhhdp,Ot,0.5
jniyjv,Fy,0.5
vcootr,Fr,0.5
pwyfjo,Fr,0.5
vnnlsc,Fr,0.5
jjxhzk,Fr,0.5
yltuse,Ot,0.5
opbkjq,Fr,0.5
yhfsfe,Ot,0.5
evgcgw,Ot,0.5
rabcsg,Sp,0.5
klpgrn,Fr,0.5
xvpape,Ot,0.5
sdefrp,Fr,0.5
ysaalx,Ot,0.5
efqdkm,Fr,0.5
cuiwjb,Ot,0.5
lgxfus,Ot,0.5
vkkhlh,Fr,0.5
rjdpsr,Ot,0.5
sqrvfw,Ot,0.5
hoxsct,Ot,0.5
kbxecy,Ot,0.5
venfqj,Fr,0.5
oymklo,Ot,0.5
nkzopz,Ot,0.5
lopphh,Ot,0.5
qcvhvk,Ot,0.5
ajkcvd,Ot,0.5
nquwjs,Fr,0.5
ndfxmz,Fr,0.5
kkurkg,Ot,0.5
urwqqe,Ot,0.5
gyrevq,Fr,0.5
qpwfkz,Ot,0.5
kbjmfu,Ot,0.5
bmbjpv,Ot,0.5
sezorl,Ot,0.5
wdpxcp,Fy,0.5
etyfrj,Ot,0.5
yrmwja,Fr,0.5
fjrpnq,Fy,0.5
lewdfi,Sp,0.5
rnzvyf,Fr,0.5
posyva,Fy,0.5
qikyjd,Fr,0.5
ftkrld,Fy,0.5
dleuck,Fr,0.5
lbznoz,Sp,0.5
tulygy,Ot,0.5
lmrbms,Ot,0.5
ccfxjp,Ht,1.0
opmidp,Fr,0.5
nmbifk,Fy,0.5
jgkkvy,Ot,0.5
qsgylc,Fr,0.5
qlcjeq,Ot,0.5
sjbima,Fr,0.5
gjzhry,Fr,0.5
ffjehs,Ot,0.5
htdgcy,Fy,0.5
rsbxib,Ot,0.5
rpcekx,Ot,0.5
mmifra,Ot,0.5
wseowc,Ot,0.5
psqlir,Fr,0.5
jdcjep,Fy,0.5
wgmiwm,Fr,0.5
mrufdu,Ot,0.5
zoddke,Fr,0.5
oknial,Ot,0.5
hvkrbx,Ot,0.5
mkgoju,Fr,0.5
teixnf,Sp,0.5
xhuhfz,Sp,0.5
gpopsn,Fr,0.5
fdvokn,Ot,0.5
liqcfj,Sp,0.5
gdrjcy,Fr,0.5
vvxxto,Fy,0.5
wckjmt,St,1.0
brvidq,Fr,0.5
jdagno,Fy,0.5
jtpzhn,Fy,0.5
lmhizw,Fr,0.5
xiodjw,Ot,0.5
btnnmg,Ot,0.5
wonxzs,Fr,0.5
fvmqmi,Fy,0.5
hdsdrs,Ot,0.5
gokctf,Ot,0.5
gfhwrh,Fy,0.5
vawrhx,Ot,0.5
ynaxmy,Fr,0.5
uvefnc,Ot,0.5
kvdyuv,Ot,0.5
bsarxt,Ot,0.5
urntht,Ot,0.5
jvjwuv,Fy,0.5
qgougd,Ot,0.5
xgooba,Ot,0.5
kufmpy,Ot,0.5
iebupa,Fy,0.5
duogiq,Sp,0.5
izobwk,Ot,0.5
uryfdy,Fr,0.5
vxggee,St,1.0
pvdasl,Fy,0.5
vleirb,Ot,0.5
yljkhl,Ot,0.5
cfocgd,Fy,0.5
iqbvzs,Fy,0.5
scgsfq,Ot,0.5
jdlgsm,Ot,0.5
ywnuqg,Ot,0.5
bppmcz,Fy,0.5
orbmhu,Ot,0.5
wqwzcx,Sp,0.5
kudpcc,Ot,0.5
zrowmp,Fr,0.5
lncixe,Ot,0.5
zzbndd,Ot,0.5
szascp,Fy,0.5
qwvvqh,Fy,0.5
ujwcfg,Fy,0.5
ktrmax,Fr,0.5
fjaqym,Fr,0.5
iebphy,St,1.0
jjnssh,Ot,0.5
ssrvsc,Ot,0.5
ncqkzt,Sp,0.5
fmqdmc,Fy,0.5
axpuan,Ot,0.5
vldvhw,Fr,0.5
pzshyl,Fr,0.5
hiorfw,Ot,0.5
jmsnsf,Ot,0.5
ulradt,Ot,0.5
ykdzhe,Fy,0.5
mrfxlv,Ot,0.5
koumwr,Ot,0.5
vaafoi,Fy,0.5
mxcbxe,St,1.0
mfmtfr,Ot,0.5
vhvnvh,Fy,0.5
txomlg,Fy,0.5
qhbbqv,Fr,0.5
zgzumb,Ot,0.5
nachgs,Fr,0.5
tsbpmk,Ot,0.5
tsthav,Fr,0.5
rrctat,Fr,0.5
gvldps,Sp,0.5
mlrxxe,Fr,0.5
fccvdh,Ot,0.5
zulbzf,Ot,0.5
ubiqsl,Ot,0.5
hafpiu,Ot,0.5
uinjqh,Ot,0.5
ucolao,Fr,0.5
xlsrzr,Fr,0.5
cqowmt,Fr,0.5
iyujgd,Fy,0.5
zeepdf,Fr,0.5
fcmfuw,Ot,0.5
eibofj,Ot,0.5
mzogqr,Sp,0.5
imkcuo,Ot,0.5
ezrrso,Fy,0.5
fsbwpg,Ot,0.5
vmxjpl,Fr,0.5
mflaav,Ot,0.5
fiafjr,Ot,0.5
rrcfuo,Ot,0.5
nkcdrz,Fr,0.5
isnnaa,Fy,0.5
uxbaya,Ot,0.5
khlpyr,Ot,0.5
oeyzim,Ot,0.5
cishrt,Ot,0.5
jqbkao,Ot,0.5
lixwki,Ot,0.5
qcqnim,Ot,0.5
iwzjpk,Ot,0.5
wfvnnk,Fy,0.5
sqxhsb,Fr,0.5
njsnpd,Ot,0.5
pxakih,Ot,0.5
fpwpyy,Ot,0.5
mlhvzx,Ot,0.5
tjcwzy,Ot,0.5
ghhscv,Fy,0.5
pwpina,Fr,0.5
yggpeu,Fy,0.5
ngwfos,Ot,0.5
qjzojp,Fy,0.5
iwrmkd,Ot,0.5
ymxdne,Fy,0.5
jnuyun,Ot,0.5
gzxjzf,Fy,0.5
xuukjz,Ot,0.5
mstsey,Fy,0.5
qfvrot,Fy,0.5
jxytkx,Fr,0.5
xvikje,Fy,0.5
wpassb,Fr,0.5
lfyyjw,Ot,0.5
rpjixa,Ot,0.5
nlaezp,Fy,0.5
iaemch,Fy,0.5
hlvtwk,Ot,0.5
quwdpj,Ot,0.5
pxpqav,Ot,0.5
kyorcd,Sp,0.5
kspqsk,Ot,0.5
hnrzjp,Ot,0.5
ouiszh,Fr,0.5
buynom,Ot,0.5
akhhte,Fr,0.5
rshkei,Ot,0.5
roqjsz,Fr,0.5
yhrebp,Sp,0.5
bmxnst,Fy,0.5
befaqd,Ot,0.5
zlwktc,Ot,0.5
kcrvyx,Fy,0.5
binirr,Fr,0.5
vkkfja,Ot,0.5
dudxbm,Sp,0.5
tvjzrn,Fy,0.5
qwcfxs,St,1.0
xnuzwp,Ot,0.5
swxmjq,Fr,0.5
vthljy,Fy,0.5
mkpqgo,St,1.0
dvonlb,Fy,0.5
dsdhah,Ot,0.5
igqpry,Ot,0.5
sonokb,Fr,0.5
lzigaf,Ot,0.5
yaakti,Ot,0.5
ogsyvh,Ht,1.0
eyskpa,Ot,0.5
fdmoyb,Ot,0.5
lffpjy,Fr,0.5
iitwhe,Ot,0.5
dbndyb,Fy,0.5
yrxirq,Ot,0.5
xkefbd,Fr,0.5
piplyu,Ot,0.5
gzjugr,Fy,0.5
rovqby,Fr,0.5
kfylan,Ot,0.5
rvtckn,Ot,0.5
omtalf,St,1.0
nynirg,Ot,0.5
skwjhe,Ot,0.5
zcgvym,Fr,0.5
fexvut,Ot,0.5
nvhbzp,Ot,0.5
gozlzv,Fy,0.5
xipjdh,Ot,0.5
tdjzhi,Fy,0.5
pbperr,Ot,0.5
xmqlud,Fy,0.5
ovfnox,Ot,0.5
ppqlpu,Ot,0.5
ebemlk,Ot,0.5
zzvajw,Fr,0.5
sisfhj,Ot,0.5
omibew,Ot,0.5
scxvdz,Ot,0.5
snvhzr,Ht,1.0
qeplmq,Fy,0.5
kavoep,Fy,0.5
igyeif,Ot,0.5
jjyucy,Ot,0.5
qshkyr,Ot,0.5
xedudc,Ot,0.5
svmnkz,Ot,0.5
orgvry,Ot,0.5
cbrpnz,Ot,0.5
slpyhn,Fr,0.5
debjrn,Fy,0.5
fjkkhr,Ot,0.5
ncdhmd,Fr,0.5
isotdw,Fy,0.5
hbmgti,Ot,0.5
obiktd,Sp,0.5
ewksic,Fy,0.5
ylexqy,Ot,0.5
sghiic,Ot,0.5
dmndbv,Ot,0.5
ornzaa,Ot,0.5
vvkasj,Ot,0.5
gaaxci,Ot,0.5
yiownw,Ot,0.5
gblkzy,Fr,0.5
hmgbmx,Ot,0.5
uityyj,Ot,0.5
ikzqmb,Ot,0.5
heyjuf,Ot,0.5
avmwgk,Ot,0.5
ylcksg,Ot,0.5
yqxmmc,Ot,0.5
hskvwf,Ot,0.5
immzii,Fy,0.5
bomwqv,Ot,0.5
ocdeis,Fy,0.5
grfqrn,Ot,0.5
copgzk,Fy,0.5
gjwthw,Ot,0.5
vrfkjk,Fr,0.5
meyzys,Ot,0.5
ladscx,Ot,0.5
ftidmc,St,1.0
rcxqvw,Ot,0.5
ghqphx,Ot,0.5
pxkbuw,Fr,0.5
aoynji,Ot,0.5
gafnch,Ot,0.5
vazwiz,Ot,0.5
pcmkfe,Fr,0.5
ztlqzm,Ot,0.5
vlfmwl,Fy,0.5
dwmivl,Ot,0.5
bihlph,Fr,0.5
jrpxmd,Fy,0.5
hfdhql,Ot,0.5
jtbvhf,Ot,0.5
ngdbxx,Ot,0.5
oyayjt,Ot,0.5
agvkah,Ot,0.5
xmlfzu,Fy,0.5
wtwgum,Fr,0.5
jjbsxq,Ot,0.5
mplfzl,Ot,0.5
aujixw,Fy,0.5
terfsq,Fy,0.5
yiqpxk,Ot,0.5
rwxyot,Ot,0.5
smglfm,Ot,0.5
zhxqtc,Sp,0.5
xdybaf,Fr,0.5
txhivn,Ot,0.5
nlffpb,Fr,0.5
zwqatn,Ht,1.0
hdhbtp,Fy,0.5
jogfhl,Ot,0.5
kostuq,Ot,0.5
pgizbk,Fy,0.5
zekuzz,Fy,0.5
tpvdpy,Fy,0.5
nmwuki,Fy,0.5
rxlkll,Fr,0.5
tboogr,Ot,0.5
plrxsy,Fy,0.5
nxghrq,Ot,0.5
lbaowr,Ot,0.5
dbbjlu,Ot,0.5
pyqkuf,Ot,0.5
ytrkfe,St,1.0
gqywrl,Sp,0.5
oiwzes,Ot,0.5
nrrmun,Ot,0.5
gcuyft,Ot,0.5
tybzzg,Fr,0.5
lmbxud,Ot,0.5
vlapkv,Ot,0.5
ukziwy,Ot,0.5
isswfb,Fr,0.5
crhjao,Ot,0.5
jypsrs,Fr,0.5
fueilb,Ot,0.5
luakqh,Ot,0.5
oepgwu,Fr,0.5
doxgxp,Fy,0.5
uwtqgd,Fr,0.5
ejgzzf,Ot,0.5
hpopdj,Ot,0.5
yskyii,Fy,0.5
wkaiyh,Ot,0.5
lckfah,Fy,0.5
ynrshi,Sp,0.5
uxbadb,Ot,0.5
bxswpu,Sp,0.5
ddxfvk,Sp,0.5
qljoci,Fy,0.5
unxzsx,Fr,0.5
fmtlll,Ot,0.5
cbwixh,Ot,0.5
ujclpw,Fy,0.5
uphxew,Fy,0.5
yghlij,Ot,0.5
ksstzp,Fr,0.5
ndspju,Fr,0.5
ievuta,Fy,0.5
dkdfed,Ot,0.5
ewpnbb,Fy,0.5
rcaiek,St,1.0
dxtbgx,Ot,0.5
rvggjk,Fr,0.5
rkbdzw,Fy,0.5
pkgqmt,Ot,0.5
iyssnb,Fy,0.5
dpignq,Ot,0.5
gohvkl,Fr,0.5
yptupo,Ot,0.5
fpolfu,Fy,0.5
rejdof,Ot,0.5
ucnhus,Fr,0.5
tohbdo,Fy,0.5
zhypsr,Ot,0.5
qxyswz,Fr,0.5
ordqfc,Fr,0.5
qusjua,Fy,0.5
vhqhmn,Fy,0.5
humytj,Ot,0.5
lyfvfy,Ot,0.5
miwqco,Ot,0.5
fxnqhf,Ot,0.5
byoxqq,Fr,0.5
cyqidc,St,1.0
hkilvs,Ot,0.5
bplncf,Ot,0.5
xyxbff,Ot,0.5
dssufn,Fy,0.5
cvkmhb,Fr,0.5
sjfmip,Ot,0.5
quuxbk,Fr,0.5
jgsrzi,Ot,0.5
qctqga,Ot,0.5
jurjip,Ot,0.5
fejdej,Fy,0.5
ocifof,Fr,0.5
axyhgh,Ot,0.5
wprkls,Ot,0.5
jmvhpt,Fy,0.5
qnkwbc,Fr,0.5
ezdrgv,Ot,0.5
sdgifj,Ot,0.5
qquwax,Ot,0.5
oibslr,Ot,0.5
ueeeds,Ot,0.5
jbwiki,Fy,0.5
ssxplh,St,1.0
kxrxxt,Ot,0.5
plwlbj,Ot,0.5
ebdnej,Fy,0.5
smcwry,Ot,0.5
fngmnl,Ot,0.5
ttynkp,Fy,0.5
bqbubk,Fr,0.5
vuumcu,Fr,0.5
pkqhoe,Fy,0.5
nxvurb,Fy,0.5
zsjxff,Sp,0.5
gmmyqg,Ot,0.5
fuqdhn,Ot,0.5
ehxhid,Fr,0.5
gzucyw,Fr,0.5
nmoiol,Ot,0.5
jcsyxn,St,1.0
xsmnce,Ot,0.5
fqnerm,Fr,0.5
bwppbg,Ot,0.5
uvebxq,Fy,0.5
softni,Ot,0.5
vqqslt,Fy,0.5
qshyqp,Ot,0.5
wchorn,Ot,0.5
xvweze,Ot,0.5
xkwjfu,Fy,0.5
inontj,Fr,0.5
pwewhz,Ot,0.5
kiurpj,Fr,0.5
umrknq,Fy,0.5
gwlcsl,Ot,0.5
yyhnih,Fy,0.5
rpwlkc,Fy,0.5
jdobab,Ot,0.5
xhhafl,Ot,0.5
jdpmcl,Fr,0.5
xbsrgk,Fr,0.5
xdmfrf,Ot,0.5
ktcvqx,Ot,0.5
imhrkl,Ot,0.5
oihebj,Fr,0.5
noljxq,Ot,0.5
bszhij,Fy,0.5
dyjoaw,Ot,0.5
xnasee,Ot,0.5
nwwoqt,Fr,0.5
vvlnlq,Fy,0.5
nnjdwc,Ot,0.5
srehyc,Ot,0.5
avvrnb,Ot,0.5
txspax,Fr,0.5
wyvrox,Ot,0.5
fyqdhq,Fy,0.5
stzbza,Fy,0.5
jcunbj,Fy,0.5
pqlugp,Ot,0.5
zbwcsf,Fr,0.5
wtrtxo,Fr,0.5
ylkeqk,Fy,0.5
iqmjey,Ot,0.5
hfxzpd,Ot,0.5
pgafmr,Fr,0.5
kucyve,Ot,0.5
zggpyt,Fr,0.5
dnrzng,Ot,0.5
vrqkhv,Ot,0.5
qyaarw,Ot,0.5
nbngmi,Fy,0.5
fpagrv,Ot,0.5
vyzfrz,Ht,1.0
mkgkkb,Fr,0.5
ljsese,St,1.0
nkytaw,Fr,0.5
fxeuiq,Sp,0.5
ercgcd,Fy,0.5
jjxnfy,Ot,0.5
drmxdj,Ot,0.5
rfmgnf,Fr,0.5
qmvduf,Ot,0.5
yafaie,Fy,0.5
ovqoes,Ot,0.5
jeinlq,Fr,0.5
wssbek,Fr,0.5
qzogxt,Ot,0.5
aodxwi,Ot,0.5
cebrhq,Fr,0.5
jbocci,Fr,0.5
olsdlr,Fy,0.5
ilwwxu,Ot,0.5
nacwtr,Fy,0.5
dhdzaq,Ot,0.5
kzkofm,Ot,0.5
gactcu,Fy,0.5
qbjhiz,Ot,0.5
fynkzm,Ot,0.5
embllq,Ot,0.5
nquksa,St,1.0
kattsw,Fr,0.5
bhpntt,Fy,0.5
yhkala,Fy,0.5
jjhjzh,Fy,0.5
ogpddq,Fr,0.5
qseofp,Ot,0.5
tvxesd,Ot,0.5
thhbpp,Fy,0.5
kkzdlo,Ot,0.5
oocmoi,Sp,0.5
kuviie,Fy,0.5
lqllfj,Ot,0.5
jbygsh,Fr,0.5
vloqpe,Ot,0.5
hcfgmn,St,1.0
kgwhok,St,1.0
qpoqng,Sp,0.5
titjkx,Ot,0.5
wutmzl,Fr,0.5
xnfpkj,Fy,0.5
yzmexk,Fy,0.5
pzitgu,Fy,0.5
mhkchn,Fr,0.5
gievmw,Fy,0.5
xtsgui,Ot,0.5
dlpskp,Ot,0.5
taysvb,Fr,0.5
ygvbwp,Ot,0.5
lyqjpo,Fr,0.5
ybjdqv,Fr,0.5
igeipe,Fy,0.5
zsowxi,Fy,0.5
umjrcu,Ot,0.5
hiokag,Ot,0.5
cmgoow,Fr,0.5
vzinsc,Fr,0.5
vxqpkl,Ot,0.5
ebcxju,Ot,0.5
xhzqsf,Ot,0.5
wmryqw,Ot,0.5
nzulal,Fy,0.5
oyveoq,Ot,0.5
dnqpnk,Ot,0.5
ttymus,Fy,0.5
wmyhot,Ot,0.5
gsiyyx,Ot,0.5
ashfcb,Ht,1.0
tgxico,Ot,0.5
mknamu,Fr,0.5
hsdatp,Ot,0.5
caoygm,Fr,0.5
sqtesp,Ot,0.5
aciqys,Fr,0.5
vhxzua,Ot,0.5
ynapxl,Ot,0.5
kxiozh,Ot,0.5
ozoxgc,Fy,0.5
zvmiea,Fy,0.5
idhpad,Ot,0.5
qqtyop,Ot,0.5
pvjpao,Ot,0.5
snyuqv,Ot,0.5
dwbxcy,Ot,0.5
ozortv,Fy,0.5
ylegaj,Ot,0.5
brqcan,Ot,0.5
dtnhgn,Fy,0.5
xiykxx,Ot,0.5
yzgvag,Fy,0.5
boifmv,Fr,0.5
bhvgdk,Ot,0.5
qsxwir,Fr,0.5
hrarxk,Fr,0.5
cupqkc,Fr,0.5
tidjmh,Ot,0.5
yisgzv,Fy,0.5
aiysvc,Fr,0.5
jgcsgu,Fr,0.5
ubfsqe,Ot,0.5
ahpteq,Ot,0.5
dvcmkd,Ot,0.5
sohevg,Fy,0.5
gnndbs,Ot,0.5
ewvlmc,Ot,0.5
vmeixm,Ht,1.0
oswyxd,Fy,0.5
lgspix,Fy,0.5
qzxvah,Sp,0.5
ikqlwl,Fy,0.5
zopuef,Fy,0.5
wzhwap,Sp,0.5
ykrhfp,Fy,0.5
fqwcdy,Ot,0.5
ildqtd,Ot,0.5
eexjpa,Fr,0.5
bevcux,Ot,0.5
crzvpo,Ot,0.5
lngwce,Ot,0.5
bllrax,Ot,0.5
iizvbn,Fy,0.5
rvnfrt,Ot,0.5
atfwqs,Ot,0.5
qjtfec,Fy,0.5
jyjezl,Ot,0.5
ftonky,Sp,0.5
pqcsew,Fy,0.5
sczuex,Ot,0.5
vguscr,Ot,0.5
nhtidt,Ot,0.5
ztqzyq,Ot,0.5
eaywih,Ot,0.5
dmswhi,Ot,0.5
pllllh,St,1.0
kgpkww,St,1.0
nnujkz,Ot,0.5
gwvmme,Ot,0.5
ftqowm,Ot,0.5
kgdqqr,Ot,0.5
fhbrmg,Fy,0.5
fgqgpk,Fr,0.5
tqwffh,Ot,0.5
flcdor,Ot,0.5
twcxpq,Fy,0.5
nqvxfq,Ot,0.5
lcgplb,Fy,0.5
igbwxh,Fy,0.5
gupxta,Ot,0.5
qqpicn,Ot,0.5
mvwioj,Fy,0.5
dblcix,Fy,0.5
cmicdq,Fr,0.5
lpnpkz,Ot,0.5
knjeqz,Fr,0.5
qjceev,Fr,0.5
nnhiqd,Ot,0.5
tzncbb,Ot,0.5
vexjyz,Fy,0.5
pcmxjg,Fy,0.5
qazfbq,Ot,0.5
lyjbfb,Fr,0.5
yrchxl,Fy,0.5
qeuzte,Fr,0.5
kvpyea,Fr,0.5
fzypwy,Sp,0.5
rdgiiu,Ot,0.5
onxrsh,Fr,0.5
aryujh,Ot,0.5
aasjmk,Fr,0.5
